alg_name,dataset,id,2,5,4,1,Acc,3
weka.J48,optdigits,121231,0.1,,false,,0.907473,2
weka.J48,optdigits,121228,0.1,,false,,0.907473,2
weka.J48,optdigits,121226,0.1,,false,,0.907473,2
weka.J48,optdigits,121224,0.1,,false,,0.907473,2
weka.J48,optdigits,121330,0.2,,false,,0.906406,2
weka.J48,optdigits,121341,0.2,,false,,0.906406,2
weka.J48,optdigits,121313,0.2,,false,,0.906406,2
weka.J48,optdigits,121322,0.2,,false,,0.906406,2
weka.J48,optdigits,121299,0.2,,false,,0.906406,2
weka.J48,optdigits,121297,0.2,,false,,0.906406,2
weka.J48,optdigits,121305,0.2,,false,,0.906406,2
weka.J48,optdigits,121282,0.15,,false,,0.90694,2
weka.J48,optdigits,121281,0.15,,false,,0.90694,2
weka.J48,optdigits,121286,0.15,,false,,0.90694,2
weka.J48,optdigits,121284,0.15,,false,,0.90694,2
weka.J48,optdigits,121290,0.2,,false,,0.906406,2
weka.J48,optdigits,121288,0.15,,false,,0.90694,2
weka.J48,optdigits,121295,0.2,,false,,0.906406,2
weka.J48,optdigits,121293,0.2,,false,,0.906406,2
weka.J48,optdigits,121292,0.2,,false,,0.906406,2
weka.J48,satimage,242946,0.25,,false,,,2
weka.J48,satimage,242947,0.25,,false,,,2
weka.J48,satimage,242945,0.25,,false,,,2
weka.J48,satimage,242950,0.25,,false,,,2
weka.J48,satimage,242951,0.25,,false,,,2
weka.J48,satimage,242948,0.25,,false,,,2
weka.J48,satimage,242949,0.25,,false,,,2
weka.J48,satimage,242954,0.25,,false,,,2
weka.J48,satimage,242955,0.25,,false,,,2
weka.J48,satimage,242952,0.25,,false,,,2
weka.J48,satimage,242953,0.25,,false,,,2
weka.J48,satimage,242958,0.25,,false,,,2
weka.J48,satimage,242959,0.25,,false,,,2
weka.J48,satimage,242956,0.25,,false,,,2
weka.J48,satimage,242957,0.25,,false,,,2
weka.J48,satimage,242963,0.25,,false,,,2
weka.J48,satimage,242962,0.25,,false,,,2
weka.J48,satimage,242961,0.25,,false,,,2
weka.J48,satimage,242960,0.25,,false,,,2
weka.J48,satimage,242967,0.1,,false,,,2
weka.J48,satimage,242966,0.05,,false,,,2
weka.J48,satimage,242965,0.01,,false,,,2
weka.J48,satimage,242964,0.25,,false,,,2
weka.J48,satimage,242971,0.35,,false,,,2
weka.J48,satimage,242970,0.3,,false,,,2
weka.J48,satimage,242969,0.2,,false,,,2
weka.J48,satimage,242968,0.15,,false,,,2
weka.J48,satimage,242975,0.7,,false,,,2
weka.J48,satimage,242974,0.6,,false,,,2
weka.J48,satimage,242973,0.5,,false,,,2
weka.J48,satimage,242972,0.4,,false,,,2
weka.J48,satimage,242976,0.8,,false,,,2
weka.J48,satimage,242977,0.9,,false,,,2
weka.J48,satimage,242978,0.01,,false,,,2
weka.J48,satimage,242979,0.01,,false,,,2
weka.J48,satimage,242980,0.01,,false,,,2
weka.J48,satimage,242981,0.01,,false,,,2
weka.J48,satimage,242982,0.01,,false,,,2
weka.J48,satimage,242983,0.01,,false,,,2
weka.J48,satimage,242984,0.01,,false,,,2
weka.J48,satimage,242985,0.01,,false,,,2
weka.J48,satimage,242986,0.01,,false,,,2
weka.J48,satimage,242987,0.01,,false,,,2
weka.J48,satimage,242988,0.01,,false,,,2
weka.J48,satimage,242989,0.01,,false,,,2
weka.J48,satimage,242990,0.01,,false,,0.87154,2
weka.J48,satimage,242991,0.01,,false,,,2
weka.J48,satimage,242993,0.01,,false,,,2
weka.J48,satimage,242992,0.01,,false,,,2
weka.J48,satimage,242995,0.01,,false,,,2
weka.J48,satimage,242994,0.01,,false,,,2
weka.J48,satimage,242997,0.01,,false,,,2
weka.J48,satimage,242996,0.01,,false,,,2
weka.J48,satimage,242999,0.05,,false,,,2
weka.J48,satimage,242998,0.05,,false,,,2
weka.J48,satimage,243001,0.05,,false,,,2
weka.J48,satimage,243000,0.05,,false,,,2
weka.J48,satimage,243003,0.05,,false,,,2
weka.J48,satimage,243002,0.05,,false,,,2
weka.J48,satimage,243005,0.05,,false,,,2
weka.J48,satimage,243004,0.05,,false,,,2
weka.J48,satimage,243007,0.05,,false,,,2
weka.J48,satimage,243006,0.05,,false,,,2
weka.J48,satimage,243014,0.05,,false,,,2
weka.J48,satimage,243015,0.05,,false,,,2
weka.J48,satimage,243012,0.05,,false,,,2
weka.J48,satimage,243013,0.05,,false,,,2
weka.J48,satimage,243010,0.05,,false,,,2
weka.J48,satimage,243011,0.05,,false,,,2
weka.J48,satimage,243008,0.05,,false,,,2
weka.J48,satimage,243009,0.05,,false,,,2
weka.J48,satimage,243022,0.1,,false,,,2
weka.J48,satimage,243023,0.1,,false,,,2
weka.J48,satimage,243020,0.1,,false,,,2
weka.J48,satimage,243021,0.1,,false,,,2
weka.J48,satimage,243018,0.1,,false,,,2
weka.J48,satimage,243019,0.1,,false,,,2
weka.J48,satimage,243016,0.05,,false,,,2
weka.J48,satimage,243017,0.05,,false,,,2
weka.J48,satimage,243031,0.1,,false,,,2
weka.J48,satimage,243030,0.1,,false,,,2
weka.J48,satimage,243029,0.1,,false,,,2
weka.J48,satimage,243028,0.1,,false,,,2
weka.J48,satimage,243027,0.1,,false,,,2
weka.J48,satimage,243026,0.1,,false,,0.86703,2
weka.J48,satimage,243025,0.1,,false,,,2
weka.J48,satimage,243024,0.1,,false,,,2
weka.J48,satimage,243039,0.15,,false,,,2
weka.J48,satimage,243038,0.15,,false,,,2
weka.J48,satimage,243037,0.1,,false,,,2
weka.J48,satimage,243036,0.1,,false,,,2
weka.J48,satimage,243035,0.1,,false,,,2
weka.J48,satimage,243034,0.1,,false,,,2
weka.J48,satimage,243033,0.1,,false,,,2
weka.J48,satimage,243032,0.1,,false,,,2
