% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 28 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {optdigits}
@attribute name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.RBFNetwork,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Ridor,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.LMT,weka.IBk,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
optdigits,weka.SMO,6.24,1.28842e+08,68,1.75804e+08,0.980605
optdigits,weka.SMO,3.8,1.36696e+08,37,2.12688e+08,0.961388
optdigits,weka.SMO,3.4,9.24443e+07,34,1.3278e+08,0.961388
optdigits,weka.SMO,3.21,9.22443e+07,38,3.66408e+08,0.961388
optdigits,weka.SMO,2.73,1.3669e+08,35,1.82708e+08,0.961388
optdigits,weka.SMO,2.96,1.05856e+08,36,1.76144e+08,0.961388
optdigits,weka.SMO,2.69,1.2881e+08,33,1.75316e+08,0.961388
optdigits,weka.SMO,3.31,9.22629e+07,40,0,0.961388
optdigits,weka.SMO,2.59,1.36672e+08,31,0,0.961388
optdigits,weka.SMO,3.5,1.20981e+08,31,0,0.961388
optdigits,weka.SMO,2.99,1.36705e+08,33,0,0.961388
optdigits,weka.SMO,2.96,9.22575e+07,33,3.69116e+08,0.961388
optdigits,weka.SMO,2.72,1.20812e+08,32,2.02332e+08,0.961388
optdigits,weka.SMO,2.86,1.3669e+08,35,1.98476e+08,0.961388
optdigits,weka.SMO,3.11,1.36724e+08,33,2.14132e+08,0.961566
optdigits,weka.SMO,3.49,1.36702e+08,39,1.8254e+08,0.961388
optdigits,weka.SMO,2.87,1.36715e+08,34,1.84856e+08,0.961388
optdigits,weka.SMO,2.64,1.36677e+08,32,1.7972e+07,0.961388
optdigits,weka.SMO,3.4,1.28843e+08,33,0,0.961388
optdigits,weka.SMO,2.98,1.3668e+08,34,0,0.961388
optdigits,weka.SMO,2.65,1.36688e+08,33,0,0.961388
optdigits,weka.SMO,3.31,9.22544e+07,42,3.7136e+08,0.976157
optdigits,weka.SMO,3.11,1.36707e+08,38,2.09472e+08,0.976157
optdigits,weka.SMO,3.8,9.22284e+07,47,3.49808e+08,0.976157
optdigits,weka.SMO,3.5,1.36694e+08,35,1.90148e+08,0.976157
optdigits,weka.SMO,2.73,1.43779e+08,26.63,2.7073e+08,0.976157
optdigits,weka.SMO,3.56,9.22452e+07,45,2.78672e+08,0.976157
optdigits,weka.SMO,3.56,1.36679e+08,46,1.83484e+08,0.976157
optdigits,weka.SMO,3.15,1.36695e+08,38,2.03452e+08,0.976157
optdigits,weka.SMO,3.15,1.2884e+08,33,1.80724e+08,0.976157
optdigits,weka.SMO,2.93,1.36718e+08,35,1.85196e+08,0.976157
optdigits,weka.SMO,3.92,9.2232e+07,44,3.47852e+08,0.976157
optdigits,weka.SMO,2.55,9.22341e+07,34,2.6852e+07,0.976157
optdigits,weka.SMO,2.77,1.23598e+08,26.79,2.36086e+08,0.976157
optdigits,weka.SMO,2.87,9.22525e+07,42,3.78176e+08,0.976157
optdigits,weka.SMO,3.25,9.226e+07,39,0,0.976157
optdigits,weka.SMO,3.9,1.3669e+08,46,2.14108e+08,0.976157
optdigits,weka.SMO,3.9,9.22208e+07,34,3.67188e+08,0.976157
optdigits,weka.SMO,2.77,9.2248e+07,32,3.6484e+08,0.975979
optdigits,weka.SMO,3.2,1.28851e+08,31,2.0508e+08,0.976157
optdigits,weka.SMO,3.49,9.22243e+07,40,2.71852e+08,0.976157
optdigits,weka.SMO,3.2,1.36702e+08,33,2.14376e+08,0.979359
optdigits,weka.SMO,4.4,1.28841e+08,48,1.7612e+08,0.979181
optdigits,weka.SMO,2.85,1.20905e+08,35,0,0.979181
optdigits,weka.SMO,2.63,1.36674e+08,34,1.82208e+08,0.979181
optdigits,weka.SMO,3.3,1.20829e+08,37,2.05056e+08,0.979181
optdigits,weka.SMO,3.93,9.22275e+07,42,3.7032e+08,0.979181
optdigits,weka.SMO,3.45,1.36716e+08,37,2.19512e+08,0.979181
optdigits,weka.SMO,3.36,1.28835e+08,36,0,0.979181
optdigits,weka.SMO,3.15,1.20815e+08,36,1.80656e+08,0.979181
optdigits,weka.SMO,3.5,9.22312e+07,43,3.65768e+08,0.979181
optdigits,weka.SMO,2.8,1.36678e+08,37,1.82752e+08,0.979181
optdigits,weka.SMO,3.67,1.36693e+08,40,1.82336e+08,0.979359
optdigits,weka.SMO,3.75,1.36718e+08,36,1.86908e+08,0.979181
optdigits,weka.SMO,3.19,1.28872e+08,35,1.95168e+08,0.979181
optdigits,weka.SMO,3.34,1.36692e+08,43,1.81124e+08,0.979181
optdigits,weka.SMO,3.59,1.36681e+08,45,1.82484e+08,0.979181
optdigits,weka.SMO,3.48,1.28845e+08,41,1.75116e+08,0.979181
optdigits,weka.SMO,3.97,9.22582e+07,45,2.71132e+08,0.979181
optdigits,weka.SMO,3.71,9.22288e+07,46,1.96472e+08,0.979181
optdigits,weka.SMO,3.37,9.22381e+07,41,1.54412e+08,0.979181
optdigits,weka.SMO,3.77,1.36683e+08,41,1.74892e+08,0.98274
optdigits,weka.SMO,3.75,9.23658e+07,42,3.63004e+08,0.98274
optdigits,weka.SMO,3.96,1.28852e+08,41,0,0.98274
optdigits,weka.SMO,3.92,9.22512e+07,42,3.503e+08,0.98274
optdigits,weka.SMO,3.88,1.20996e+08,41,1.84212e+08,0.98274
optdigits,weka.SMO,4.27,1.28853e+08,45,1.75456e+08,0.98274
optdigits,weka.SMO,3.85,1.20939e+08,41,1.69696e+08,0.98274
